user,type_bool,summary_bytes,total_byte_change,addition_or_deletion,isBotEdit,isMinor,isUnpatrolled,isNew,no_of_edits
SineBot,1,96,175,1,1,1,0,0,317
BT14,1,0,33,1,0,0,0,0,11
GreenC bot,1,137,549,1,1,1,0,0,344
Cynulliad3,1,59,0,0,0,1,0,0,151
GreenC bot,1,137,85,1,1,1,0,0,345
TonyTheTiger,1,42,22,1,0,0,0,0,88
MisterCake,1,0,116,1,0,0,0,0,239
0.159.10.123,1,10,1,0,0,0,0,0,17
B-bot,1,35,216,1,1,0,0,0,379
Uhooep,1,5,42,1,0,0,0,0,17
Rukkoz,1,13,13,0,0,0,0,0,2
Johnpacklambert,1,129,8,1,0,0,0,0,1156
Mlpearc,1,107,985,1,0,0,0,1,18
GreenC bot,1,137,73,1,1,1,0,0,346
Leon103102,1,0,691,1,0,0,0,0,29
GreenC bot,1,137,55,1,1,1,0,0,347
Mindieb,1,0,101,1,0,0,0,0,2
.93.205.66,1,10,9,1,0,0,0,0,2
.101.79.28,1,16,87,1,0,0,0,0,49
0.236.203.171,1,15,39,1,0,0,0,0,5
Justeditingtoday,1,56,1702,1,0,0,0,0,61
.80.118.44,1,53,33,1,0,0,0,0,1
GreenC bot,1,137,114,1,1,1,0,0,348
7.30.157.63,1,24,45,0,0,0,0,0,3
Cbs527,1,37,19,0,0,1,0,0,17
Doug butler,1,18,69,1,0,0,0,0,42
ImageRemovalBot,1,85,32,1,1,0,0,0,101
Fuelsaver,1,32,8,1,0,0,0,0,1
S9929527I,1,19,4,0,0,0,0,0,1
FieldMarine,1,26,41,1,0,0,0,0,1
Gobautista,1,0,51,1,0,0,0,0,3
.49.248.188,1,10,1,1,0,0,0,0,1
Johnpacklambert,1,129,8,1,0,0,0,0,1157
Hewkiivorox,1,25,6,0,0,0,0,0,6
Floatjon,1,32,209,1,0,0,0,0,2
GreenC bot,1,137,71,1,1,1,0,0,349
Int21h,1,19,66,1,0,0,0,0,23
Lowercase sigmabot III,1,67,3155,1,1,1,0,0,763
05:A000:CF86:9900:701D:A2E4:B538:7BE,1,11,22,0,0,0,0,0,1
GreenC bot,1,137,61,1,1,1,0,0,351
GreenC bot,1,137,134,1,1,1,0,0,351
6.152.182.8,1,0,206,1,0,0,0,0,55
GreenC bot,1,137,138,1,1,1,0,0,352
GreenC bot,1,137,70,1,1,1,0,0,354
GreenC bot,1,137,129,1,1,1,0,0,354
Livelikemusic,1,0,1,0,0,0,0,0,25
Hydrargyrum,1,9,22,1,0,1,0,0,17
Reddogsix,1,2,36,0,0,0,0,0,86
Uhooep,1,5,42,1,0,0,0,0,18
Bertaut,1,9,5,0,0,0,0,0,11
Pace2Pace,1,38,751,0,0,0,0,0,1
Sabretooth,1,13,228,1,0,1,0,0,1
MatthewTStone,1,157,36,1,0,1,0,0,17
BT14,1,0,541,0,0,0,0,0,12
Marchjuly,1,74,188,1,0,0,0,0,49
GreenC bot,1,137,138,1,1,1,0,0,356
GreenC bot,1,137,264,1,1,1,0,0,356
Simsala111,0,35,398,1,0,0,0,0,3
GreenC bot,1,137,205,1,1,1,0,0,358
GreenC bot,1,137,171,1,1,1,0,0,358
IgnorantArmies,1,12,25,1,0,0,0,0,14
Cynulliad3,1,55,1,0,0,1,0,0,152
.161.196.21,1,0,359,1,0,0,0,0,6
1.93.22.146,1,29,1,0,0,0,0,0,1
GreenC bot,1,137,160,1,1,1,0,0,359
Dicklyon,1,46,231,1,0,0,0,0,56
Jonesey95,1,103,75,0,0,1,0,0,152
Orthogonal1,1,16,33,1,0,0,0,0,1
GreenC bot,1,137,79,1,1,1,0,0,360
Geneocide,1,14,22,1,0,1,0,0,2
GreenC bot,1,137,87,1,1,1,0,0,361
B-bot,1,35,210,1,1,0,0,0,380
Gderrin,1,227,130,0,0,0,0,0,3
FieldMarine,1,25,18,1,0,0,0,0,2
Ramaksoud2000,1,35,719,1,0,0,0,0,88
Jowie Wong,1,0,83,1,0,0,0,0,3
02:306:8052:8310:B878:3952:5708:CA99,1,38,24,0,0,0,0,0,1
GreenC bot,1,137,69,1,1,1,0,0,362
Iss246,1,76,118,0,0,0,0,0,27
Dthomsen8,0,0,36,1,0,0,0,0,77
Ultimateria,1,3,147,1,0,0,0,0,69
Lowercase sigmabot III,1,60,13472,1,1,1,0,0,764
Iamnothing,1,0,1,0,0,0,0,0,7
Pacphobia,1,25,81,1,0,0,0,0,21
Grahamec,1,3,25,1,0,0,0,1,86
Dinesh.sharma.247,1,0,44,1,0,1,0,0,1
Aaroniscrazy,1,0,494,1,0,0,0,0,1
GreenC bot,1,138,1029,1,1,1,0,0,366
GreenC bot,1,137,932,1,1,1,0,0,366
GreenC bot,1,137,57,1,1,1,0,0,366
GreenC bot,1,137,351,1,1,1,0,0,366
BrownHairedGirl,1,155,15,1,0,0,0,0,1374
BrownHairedGirl,1,155,15,1,0,0,0,0,1374
BrownHairedGirl,1,155,15,1,0,0,0,0,1374
PalmerTheGolfer,1,13,6,1,0,0,0,0,86
GreenC bot,1,137,59,1,1,1,0,0,367
BT14,1,0,0,0,0,0,0,0,13
Hmains,1,75,129,0,0,1,0,0,120
GreenC bot,1,137,104,1,1,1,0,0,369
GreenC bot,1,137,58,1,1,1,0,0,369
0.246.72.52,1,0,5,1,0,0,0,0,1
01:152:2:8C9E:DC26:DE13:8F75:ED38,1,0,25,1,0,0,0,0,5
Shepsil22,1,38,81,1,0,0,0,0,2
GreenC bot,1,137,115,1,1,1,0,0,370
Ultimateria,1,3,83,1,0,0,0,0,70
Boundarylayer,1,85,11,1,0,0,0,0,8
.192.100.113,1,25,1,0,0,0,0,0,1
4.104.161.79,1,0,4,0,0,0,0,0,7
Zyates87,1,58,16,1,0,1,0,0,8
.101.79.28,1,20,44,1,0,0,0,0,50
ClassicOnAStick,1,28,4,1,0,0,0,0,58
Justeditingtoday,1,159,213,1,0,0,0,0,62
ImageRemovalBot,1,85,32,1,1,0,0,0,102
IgnorantArmies,1,12,2,1,0,0,0,0,15
Hewkiivorox,1,14,7,0,0,0,0,0,7
Loopy30,1,17,4,0,0,1,0,0,76
Bearcat,1,54,2,1,0,1,0,0,619
GreenC bot,1,137,63,1,1,1,0,0,371
.101.79.28,1,16,37,1,0,0,0,0,51
6.32.213.194,1,7,4892,1,0,0,1,1,1
Hugo999,1,16,159,1,0,0,0,0,318
.200.229.107,1,0,81,1,0,0,0,0,1
02:306:C410:2740:F171:BD2C:EE04:5C1F,1,24,3,1,0,0,0,0,1
GreenC bot,1,137,183,1,1,1,0,0,372
Chuck Entz,1,194,224,0,0,1,0,0,75
InternetArchiveBot,1,59,17,0,1,0,0,0,3890
AirEnthusiast,1,34,73,0,0,0,0,0,7
Sportsfan 1234,1,68,38,0,0,0,0,0,64
GreenC bot,1,137,459,1,1,1,0,0,373
GreenC bot,1,137,192,1,1,1,0,0,375
GreenC bot,1,137,244,1,1,1,0,0,375
Dthomsen8,0,0,3,1,0,0,0,0,78
MB298,1,11,33,1,0,0,0,0,122
Baseball Bugs,1,30,348,1,0,0,0,0,24
Brian Joseph Morgan,1,10,757,1,0,0,1,1,2
Vmavanti,1,28,901,1,0,0,0,0,120
.181.149.70,1,28,765,0,0,0,0,0,5
.209.195.229,1,0,0,0,0,0,0,0,1
Muboshgu,1,174,99,0,0,0,0,0,74
Melos Antropon,1,37,1507,0,0,0,0,0,1
02:306:C410:2740:F171:BD2C:EE04:5C1F,1,24,1,1,0,0,0,0,2
PalmerTheGolfer,1,13,12,1,0,0,0,0,87
Howpper,1,11,1,1,0,0,0,0,3
Starcheerspeaksnewslostwars,1,16,20,0,0,0,0,0,182
Reports bot,1,24,10,1,1,0,0,0,1567
B-bot,1,35,271,1,1,0,0,0,381
Iamnothing,1,0,0,0,0,0,0,0,8
GreenC bot,1,137,455,1,1,1,0,0,376
.195.140.159,1,57,253,1,0,0,0,0,1
GreenC bot,1,137,224,1,1,1,0,0,379
GreenC bot,1,137,87,1,1,1,0,0,379
GreenC bot,1,137,280,1,1,1,0,0,379
.135.255.203,1,0,5,1,0,0,0,0,1
Eagle4000,1,37,108,1,0,0,0,0,75
Moscow Connection,0,50,458,1,0,0,0,0,90
Bertaut,1,9,18,1,0,0,0,0,12
GreenC bot,1,137,162,1,1,1,0,0,380
TonyTheTiger,1,108,133,1,0,0,0,0,89
Reports bot,1,24,31,1,1,0,0,0,1568
Johnpacklambert,1,129,8,1,0,0,0,0,1158
GreenC bot,1,137,318,1,1,1,0,0,381
NicolasJz,1,0,21,0,0,0,0,0,1
Someguy1221,0,23,190,1,0,0,0,0,8
00:8805:A108:E500:95C7:3E59:C7E5:A1BB,1,4,11,1,0,0,0,0,1
Bradv,1,20,31,1,0,0,0,0,53
GreenC bot,1,137,104,1,1,1,0,0,382
Brian Joseph Morgan,1,0,4,0,0,1,0,0,3
GreenC bot,1,137,174,1,1,1,0,0,384
GreenC bot,1,137,72,1,1,1,0,0,384
SouthernSquire,1,42,632,1,0,1,0,0,1
GianWiki,1,19,459,1,0,0,0,0,118
GreenC bot,1,137,208,1,1,1,0,0,385
Lowercase sigmabot III,1,71,570,1,1,1,0,0,766
Lowercase sigmabot III,1,79,570,0,1,1,0,0,766
GreenC bot,1,137,43,1,1,1,0,0,386
Drdpw,1,7,14,0,0,0,0,0,32
B-bot,1,35,216,1,1,0,0,0,382
MisterCake,1,0,144,1,0,0,0,0,240
GreenC bot,1,137,168,1,1,1,0,0,389
GreenC bot,1,137,264,1,1,1,0,0,389
GreenC bot,1,137,440,1,1,1,0,0,389
Hewkiivorox,1,35,2,1,0,0,0,0,8
Jim1138,1,136,83,0,0,0,0,0,132
Kiwima,1,13,114,1,0,0,0,0,25
Skumarage,1,13,21,1,0,0,0,0,3
Tfore,1,36,215,1,0,0,0,0,2
Hugo999,1,16,160,1,0,0,0,0,319
GreenC bot,1,137,87,1,1,1,0,0,390
That man from Nantucket,0,34,349,1,0,0,0,0,2
AvicBot,1,71,21,1,1,1,0,0,711
GreenC bot,1,137,134,1,1,1,0,0,392
GreenC bot,1,137,53,1,1,1,0,0,392
8.68.87.70,1,56,102,1,0,0,0,0,2
Charlesaaronthompson,1,22,1225,0,0,0,0,0,12
BeebLee,1,13,330,1,0,0,0,0,1
Johnpacklambert,1,129,8,1,0,0,0,0,1159
GreenC bot,1,137,58,1,1,1,0,0,393
Jennica,1,26,38,0,0,0,0,0,342
Saturnpilot,1,31,5,0,0,0,0,0,6
AvicBot,1,73,20,1,1,1,0,0,712
MisterCake,0,0,18,0,0,0,0,0,241
GianWiki,1,13,77,1,0,1,0,0,119
GreenC bot,1,137,474,1,1,1,0,0,394
Brian Joseph Morgan,1,0,1,1,0,1,0,0,4
RP88,1,58,12,0,0,0,0,0,2
B-bot,1,36,359,1,1,0,0,0,383
Rogerthat3434,1,32,127,1,0,0,0,0,1
Grahamec,1,3,38,1,0,0,0,1,87
GoodDay,1,17,2,0,0,0,0,0,151
GreenC bot,1,137,108,1,1,1,0,0,395
Howpper,1,24,0,0,0,0,0,0,4
5.198.99.97,1,0,37,1,0,0,0,0,1
Janbryan,1,0,353,0,0,0,0,0,15
RJFJR,1,7,0,0,0,0,0,0,45
MB298,1,0,60,0,0,0,0,0,123
2.255.42.174,1,10,51,1,0,0,0,0,1
GreenC bot,1,137,411,1,1,1,0,0,397
GreenC bot,1,137,259,1,1,1,0,0,397
Jooojay,1,0,34,0,0,0,0,0,1
Anukant,1,42,34,1,0,1,0,0,1
Alx bio,1,0,63,1,0,0,0,0,30
GreenC bot,1,137,50,1,1,1,0,0,398
9.78.179.119,1,0,17,1,0,0,0,0,12
Brian Joseph Morgan,1,19,4,1,0,0,0,0,5
.6.121.205,1,144,117,1,0,0,0,0,1
Therequiembellishere,1,30,3,1,0,0,0,0,212
Xuyewklongxl2,1,228,47,1,0,0,0,0,1
Treybien,1,22,0,0,0,0,0,0,59
7.38.149.3,1,37,129,1,0,0,0,0,1
KawaiiMelody10,1,0,7,0,0,1,0,0,7
BrownHairedGirl,1,222,18,1,0,1,0,0,1375
Dthomsen8,0,0,31,1,0,0,0,0,79
S9929527I,1,0,0,0,0,0,0,0,2
Fgnievinski,1,25,13,1,0,0,0,0,24
Bandsandfans,1,0,24,1,0,0,0,0,19
BrownHairedGirl,1,185,9,1,0,1,0,0,1380
B-bot,1,36,371,1,1,0,0,0,384
Loopy30,1,27,7,0,0,1,0,0,77
JZ2497,1,16,100,0,0,0,0,0,5
05:A000:CF86:9900:701D:A2E4:B538:7BE,1,11,20,1,0,0,0,0,2
Bomberswarm2,1,0,247,1,0,0,0,0,1
3.18.168.19,1,10,8,1,0,0,0,0,1
Michael Goodyear,1,37,29,1,0,0,0,0,73
Manytexts,1,40,65,0,0,0,0,0,8
GreenC bot,1,137,172,1,1,1,0,0,406
01:181:8301:4510:34CF:7B27:B10F:FBC8,0,53,405,1,0,0,0,0,1
AirEnthusiast,1,56,6,1,0,0,0,0,8
.201.143.73,1,0,7,1,0,0,0,0,1
Grahamec,1,3,38,1,0,0,0,1,88
GreenC bot,1,137,60,1,1,1,0,0,407
Ocfootballknut,1,0,0,0,0,1,0,0,145
Pepper,1,9,7961,1,0,0,1,1,23
GreenC bot,1,137,80,1,1,1,0,0,409
GreenC bot,1,137,223,1,1,1,0,0,409
TheAustinMan,1,47,516,1,0,0,0,0,9
KawaiiMelody10,1,0,6,0,0,1,0,0,8
Starcheerspeaksnewslostwars,0,0,30,1,0,0,0,0,184
Demonuk,1,132,16,1,0,1,0,0,8
Demonuk,1,70,407,1,0,0,0,0,8
ClassicOnAStick,1,13,13,1,0,0,0,0,59
Pietro13,1,13,4,1,0,1,0,0,3
JumP!erre,1,20,502,0,0,0,0,0,4
6.32.213.194,1,0,66,1,0,0,0,0,2
Rusf10,1,16,194,1,0,0,0,0,3
Donner60,1,130,14,0,0,1,0,0,30
Heythomwhatsup,1,17,38,1,0,0,1,1,2
Donner60,1,59,755,1,0,0,0,0,31
02:304:CE58:DC0:B530:9CDA:11E7:A6C2,1,0,12,0,0,0,0,0,2
GreenC bot,1,137,67,1,1,1,0,0,411
GreenC bot,1,137,118,1,1,1,0,0,411
RJFJR,1,7,0,0,0,0,0,0,46
Skitzouk,1,0,2,1,0,0,0,0,1
GreenC bot,1,137,165,1,1,1,0,0,412
Ukiss2ne14lyfe,1,0,261,1,0,0,0,0,28
Johnpacklambert,1,129,8,1,0,0,0,0,1160
Hewkiivorox,1,0,38,1,0,0,0,0,9
ClassicOnAStick,1,13,0,0,0,0,0,0,60
4.123.69.185,1,29,77,1,0,0,0,0,1
GreenC bot,1,137,77,1,1,1,0,0,413
GreenC bot,1,137,51,1,1,1,0,0,414
B-bot,1,36,359,1,1,0,0,0,385
Tonusamuel,1,59,110,1,0,0,0,0,1
Netherzone,1,14,663,1,0,0,0,0,69
JZ2497,1,16,2,1,0,0,0,0,6
Michael Goodyear,0,3,185,1,0,0,0,0,74
7.247.86.13,1,14,0,0,0,0,0,0,1
GreenC bot,1,137,69,1,1,1,0,0,416
GreenC bot,1,137,341,1,1,1,0,0,416
That man from Nantucket,1,216,11,0,0,0,0,0,3
ListeriaBot,1,21,0,0,1,1,0,0,245
Amalthea (bot),1,58,0,0,1,0,0,0,199
Nohomers48,1,78,0,0,0,0,0,0,5
01:642:4400:E30A:4407:3BAD:BB61:F14A,1,72,363,1,0,0,0,0,1
GreenC bot,1,137,91,1,1,1,0,0,418
GreenC bot,1,137,174,1,1,1,0,0,418
00:8805:A108:E500:95C7:3E59:C7E5:A1BB,1,4,8,1,0,0,0,0,2
.30.225.134,1,39,99,1,0,0,0,0,1
InternetArchiveBot,1,59,496,1,1,0,0,0,3892
InternetArchiveBot,0,64,1369,1,1,0,0,0,3892
2.202.175.200,1,0,26,0,0,0,0,0,1
Blakegripling ph,1,126,354,0,0,1,0,0,3
Primefac,1,105,3,1,0,0,0,0,656
B-bot,1,36,422,1,1,0,0,0,386
Vycl1994,1,16,181,1,0,0,0,0,26
Quale,0,29,2,1,0,1,0,0,5
Grahamec,1,3,25,1,0,0,0,1,89
GreenC bot,1,137,120,1,1,1,0,0,419
Katelynnmarie4,1,103,586,1,0,0,1,1,1
NCHLSID,1,13,1,0,0,0,0,0,13
Coffinfly,1,0,459,1,0,0,0,0,2
Starcheerspeaksnewslostwars,0,0,2,1,0,0,0,0,185
Lowercase sigmabot III,1,61,2226,1,1,1,0,0,768
Lowercase sigmabot III,1,70,2226,0,1,1,0,0,768
Freyjadour,1,25,170,0,0,0,0,0,6
GreenC bot,1,137,89,1,1,1,0,0,420
01:569:70DD:7500:39EA:19D8:DF90:EF4D,1,0,1,1,0,0,0,0,12
Skumarage,1,13,12,0,0,0,0,0,4
.222.167.83,1,0,1,1,0,0,0,0,1
.30.225.134,1,39,4,1,0,0,0,0,2
Stevelihn,1,104,62,1,0,1,0,0,1
Satnam S Virdi,1,0,11,1,0,0,0,0,10
RekishiEJ,1,0,0,0,0,0,0,0,5
GreenC bot,1,137,150,1,1,1,0,0,422
GreenC bot,1,137,607,1,1,1,0,0,422
Cynulliad3,1,52,4,1,0,1,0,0,153
Pepper,0,11,14,0,0,1,0,0,24
Jim1138,1,20,7650,1,0,0,0,0,133
GreenC bot,1,137,212,1,1,1,0,0,423
Hariboneagle927,1,16,63,1,0,0,0,0,46
BrownHairedGirl,1,28,55,0,0,0,0,0,1381
Donner60,1,149,37,0,0,0,0,0,32
1.184.212.80,1,0,200,1,0,0,0,0,1
S9929527I,1,0,14,0,0,0,0,0,3
Box73,1,10,51,0,0,0,0,0,5
Stuntrek,1,21,2,1,0,0,0,0,1
GreenC bot,1,137,186,1,1,1,0,0,424
KawaiiMelody10,1,0,19,1,0,0,0,0,9
LivingBot,1,74,183,1,1,1,0,0,18
7.247.86.13,1,14,0,0,0,0,0,0,2
05:A000:CF86:9900:701D:A2E4:B538:7BE,1,11,1,0,0,0,0,0,3
Reddogsix,1,20,10,0,0,0,0,0,89
3.248.10.191,1,10,57,1,0,0,0,0,2
ClassicOnAStick,1,22,38,0,0,0,0,0,61
GreenC bot,1,137,243,1,1,1,0,0,425
Fyddlestix,1,17,747,1,0,0,0,0,9
Lowercase sigmabot III,1,55,2496,1,1,1,0,0,769
Johnpacklambert,1,129,8,1,0,0,0,0,1161
LivingBot,1,67,0,0,1,1,0,0,19
B-bot,1,36,379,1,1,0,0,0,387
01:152:2:8C9E:DC26:DE13:8F75:ED38,1,0,29,1,0,0,0,0,6
Imzadi1979,1,96,176,0,0,0,0,0,26
InternetArchiveBot,1,59,201,1,1,0,0,0,3894
InternetArchiveBot,0,64,1256,1,1,0,0,0,3894
Ssbbplayer,1,110,37,0,0,0,0,0,7
2.202.175.200,1,21,61,0,0,0,0,0,2
GreenC bot,1,137,82,1,1,1,0,0,426
01:188:1:AEA0:65F5:930C:B0B2:CD63,1,23,17,0,0,0,0,0,61
Cyberbot I,1,58,0,0,1,0,0,0,1175
Lowercase sigmabot III,1,71,1884,0,1,1,0,0,770
BrownHairedGirl,1,133,4,1,0,0,0,0,1382
2.134.113.66,1,0,235,1,0,0,0,0,1
Donner60,1,133,1,0,0,1,0,0,34
Donner60,1,57,1129,1,0,0,0,1,34
Backendgaming,1,0,7,1,0,0,0,0,1
GreenC bot,1,137,89,1,1,1,0,0,427
NCHLSID,1,13,31,0,0,0,0,0,14
Hugo999,1,164,13,1,0,0,0,0,320
01:CC:4101:EF00:992:B6E4:2050:15CB,1,0,0,0,0,0,0,0,1
Ultimateria,1,3,181,1,0,0,0,0,71
Adog104,1,32,2,0,0,1,0,0,62
.222.167.83,1,0,28,0,0,0,0,0,2
MisterCake,1,0,272,1,0,0,0,0,242
MarnetteD,1,18,67,0,0,0,0,0,35
Johnpacklambert,1,129,8,1,0,0,0,0,1162
01:569:7737:2900:8DDE:A96D:2E34:2241,1,31,1,0,0,0,0,0,1
2.118.16.26,1,23,0,0,0,0,0,0,1
GreenC bot,1,137,75,1,1,1,0,0,433
GreenC bot,1,137,56,1,1,1,0,0,433
GreenC bot,1,137,55,1,1,1,0,0,433
GreenC bot,1,137,68,1,1,1,0,0,433
GreenC bot,1,137,64,1,1,1,0,0,433
GreenC bot,1,137,323,1,1,1,0,0,433
TAnthony,1,101,46,1,0,0,0,0,239
.200.229.107,1,0,22,1,0,0,0,0,2
Cyberbot I,1,75,0,0,1,0,0,0,1176
GreenC bot,1,137,820,1,1,1,0,0,435
GreenC bot,1,137,108,1,1,1,0,0,435
WhatamIdoing,1,29,354,1,0,0,0,0,25
Eagle4000,1,7,48,1,0,0,0,0,76
BullNinjaFTW,1,35,1,1,0,1,0,0,1
GreenC bot,1,137,69,1,1,1,0,0,436
Markbassett,1,96,99,1,0,0,0,0,6
ListeriaBot,1,21,258,1,1,1,0,0,246
Ssbbplayer,1,125,40,0,0,0,0,0,8
.198.150.142,1,15,9,1,0,0,0,0,1
MisterCake,0,0,18,0,0,0,0,0,243
Explicit,1,37,4773,1,0,0,0,0,24
GreenC bot,1,137,54,1,1,1,0,0,437
BrownHairedGirl,1,133,4,1,0,0,0,0,1383
01:CC:4101:EF00:992:B6E4:2050:15CB,1,0,1,0,0,0,0,0,2
.195.140.159,1,44,4,0,0,0,0,0,2
GreenC bot,1,137,54,1,1,1,0,0,438
Beyond My Ken,1,0,144,0,0,0,0,0,136
Ultimateria,1,3,85,1,0,0,0,0,72
JZ2497,1,16,0,0,0,0,0,0,7
GreenC bot,1,137,71,1,1,1,0,0,439
B-bot,1,36,395,1,1,0,0,0,388
Paine Ellsworth,1,23,41,0,0,1,0,0,179
GreenC bot,1,137,112,1,1,1,0,0,441
GreenC bot,1,137,92,1,1,1,0,0,441
Noorfahmi,1,0,194,1,0,0,0,0,1
TrialPage,1,0,2785,1,0,0,0,0,3
GreenC bot,1,137,61,1,1,1,0,0,442
8.46.9.124,1,17,43,1,0,0,0,0,3
Dsdugan,1,13,96,1,0,0,0,0,2
NCHLSID,1,13,512,0,0,0,0,0,15
Romanov loyalist,1,0,45,1,0,0,0,0,10
Pyrope,1,134,1,1,0,1,0,0,19
7.247.86.13,1,16,9,1,0,0,0,0,3
2.118.16.26,1,24,0,0,0,0,0,0,2
Simbi Steele,1,39,255,1,0,1,0,0,12
Pyrope,1,132,97,0,0,1,0,0,20
GreenC bot,1,137,143,1,1,1,0,0,444
GreenC bot,1,137,103,1,1,1,0,0,444
Leon103102,1,0,29,1,0,0,0,0,30
Pyrope,1,135,11,0,0,1,0,0,21
GreenC bot,1,137,180,1,1,1,0,0,445
.200.229.107,1,19,4,1,0,0,0,0,3
GreenC bot,1,137,168,1,1,1,0,0,447
GreenC bot,1,137,95,1,1,1,0,0,447
Bus stop,1,51,770,1,0,0,0,0,21
Pyrope,1,138,3,0,0,1,0,0,22
ElvisFan1967,1,0,4,1,0,0,0,0,8
Frankyxl,1,36,600,1,0,1,0,0,3
NCHLSID,1,13,5,1,0,0,0,0,16
Pinchofhope,1,25,36,1,0,1,0,0,21
B-bot,1,36,370,1,1,0,0,0,389
GreenC bot,1,137,160,1,1,1,0,0,449
GreenC bot,1,137,336,1,1,1,0,0,449
GreenC bot,1,137,100,1,1,1,0,0,451
GreenC bot,1,137,75,1,1,1,0,0,451
Pyrope,1,134,29,0,0,1,0,0,23
0.92.125.61,1,17,1,1,0,0,0,0,2
Carrite,1,11,1367,1,0,0,0,0,10
Rukkoz,1,13,54,0,0,0,0,0,3
AustralianRupert,1,67,533,1,0,0,0,0,56
9.78.179.119,1,0,0,0,0,0,0,0,13
Aleksandr Grigoryev,1,0,246,1,0,0,0,0,72
8.68.87.70,1,27,75,1,0,0,0,0,3
InternetArchiveBot,1,59,86,1,1,0,0,0,3896
InternetArchiveBot,0,64,1217,1,1,0,0,0,3896
Secret Agent Julio (alt),1,20,1043,1,0,0,0,0,87
Pyrope,1,146,2,1,0,1,0,0,25
Pyrope,1,133,67,0,0,1,0,0,25
RekishiEJ,1,0,0,0,0,0,0,0,6
Atlantic306,1,83,34,1,0,0,0,0,154
Nishant 9162,1,0,65,0,0,0,0,0,5
2.118.16.26,1,56,5,1,0,0,0,0,3
GreenC bot,1,137,50,1,1,1,0,0,455
GreenC bot,1,137,124,1,1,1,0,0,455
GreenC bot,1,137,71,1,1,1,0,0,455
GreenC bot,1,137,130,1,1,1,0,0,455
KawaiiMelody10,1,0,4,0,0,1,0,0,10
Eagle4000,1,7,48,1,0,0,0,0,77
Manytexts,1,57,285,1,0,0,0,0,9
GreenC bot,1,137,265,1,1,1,0,0,456
Pyrope,1,129,54,1,0,1,0,0,26
Hugo999,1,16,157,1,0,0,0,0,321
G0T0,1,69,384,1,0,0,0,0,19
Pyrope,1,131,28,0,0,1,0,0,27
Bandsandfans,1,0,0,0,0,0,0,0,20
5.138.176.87,1,14,4,0,0,0,0,0,1
GreenC bot,1,137,366,1,1,1,0,0,458
GreenC bot,1,137,62,1,1,1,0,0,458
Vrie0006,1,19,129,1,0,0,0,0,10
Starcheerspeaksnewslostwars,1,13,9,1,0,0,0,0,186
01:152:2:8C9E:DC26:DE13:8F75:ED38,1,0,1,1,0,0,0,0,7
01:586:8100:64C0:A8BD:816E:EFE1:9AF5,1,0,224,1,0,0,0,0,2
Pyrope,1,128,14,0,0,1,0,0,28
GreenC bot,1,137,189,1,1,1,0,0,459
Ops Monitor (WMF),1,0,8,1,1,0,0,0,143
Netherzone,1,62,21,1,0,0,0,0,70
Secret Agent Julio (alt),1,20,1627,1,0,0,0,0,88
AnomieBOT,1,25,828,1,0,0,0,0,1265
GreenC bot,1,137,118,1,1,1,0,0,460
Crashed greek,1,0,111,1,0,0,0,0,2
RightCowLeftCoast,1,58,204,1,0,0,0,0,5
Werldwayd,1,0,77,1,0,0,0,0,46
GreenC bot,1,137,81,1,1,1,0,0,461
Robertinventor,0,39,215,1,0,0,0,0,7
Pyrope,1,138,3,1,0,1,0,0,29
4.98.19.56,1,41,54,1,0,0,0,0,1
Ramaksoud2000,1,39,5,1,0,0,0,0,89
GreenC bot,1,137,47,1,1,1,0,0,462
5.223.17.167,1,20,33,0,0,0,0,0,1
GreenC bot,1,137,64,1,1,1,0,0,463
07:FEA8:1320:1D1:DD1E:16E8:A3AB:E085,1,0,82,1,0,0,0,0,1
Chuck Entz,1,200,4,1,0,1,0,0,76
Amphytrite,1,16,2,1,0,0,0,0,1
Oculus Dexter,1,21,91,1,0,0,0,0,1
RonaldB,1,12,22,0,0,0,0,0,33
.235.118.139,1,19,22,1,0,0,0,0,1
Shenme,1,26,0,0,0,1,0,0,30
Pyrope,1,134,7,0,0,1,0,0,30
.222.157.68,1,20,9,0,0,0,0,0,1
SACUSAC,1,24,210,1,0,0,0,0,1
Hugo999,1,16,165,1,0,0,0,0,322
Lowercase sigmabot III,1,81,2744,1,1,1,0,0,771
GreenC bot,1,137,353,1,1,1,0,0,465
GreenC bot,1,137,55,1,1,1,0,0,465
Zhyboo,1,0,6,0,0,0,0,0,17
01:152:2:8C9E:DC26:DE13:8F75:ED38,1,0,15,1,0,0,0,0,8
Dawnleelynn,1,15,26,1,0,1,0,0,32
Romanov loyalist,1,0,111,1,0,0,0,0,11
Lowercase sigmabot III,1,91,2744,0,1,1,0,0,772
7.247.86.13,1,14,3,1,0,0,0,0,4
Explicit,1,93,29,0,0,0,0,0,25
GreenC bot,1,137,62,1,1,1,0,0,466
Anandtr2006,1,0,1,1,0,0,0,0,1
00:8805:A881:5000:52F:8C5C:9C4:EC70,1,16,1,1,0,0,0,0,1
Ibrahim Husain Meraj,1,62,945,1,0,0,0,0,18
HariKrishna123,1,0,38,1,0,0,0,0,14
Explicit,1,93,29,0,0,0,0,0,26
B-bot,1,36,363,1,1,0,0,0,390
Pyrope,1,130,13,0,0,1,0,0,31
.49.114.212,1,20,16,1,0,0,0,0,2
GreenC bot,1,137,65,1,1,1,0,0,467
